그라운드 드라이브,NPC_GROUNDDRIVE,
레인 오브 메테오,NPC_RAINOFMETEOR,
돌격 함성의 깃발,GD_CHARGESHOUT_FLAG,
돌격 함성의 울림,GD_CHARGESHOUT_BEATING,
긴급 이동,GD_EMERGENCY_MOVE,
데모닉 매스블리딩,NPC_WIDEBLEEDING2,
데모닉 매스사일런스,NPC_WIDESILENCE2,
데모닉 매스스턴,NPC_WIDESTUN2,
데모닉 매스스톤,NPC_WIDESTONE2,
데모닉 매스슬립,NPC_WIDESLEEP2,
데모닉 매스커스,NPC_WIDECURSE2,
데모닉 매스컨퓨즈,NPC_WIDECONFUSE2,
데모닉 매스프리즈,NPC_WIDEFREEZE2,
데모닉 이블랜드,NPC_EVILLAND2,
데모닉 헬 저지먼트,NPC_HELLJUDGEMENT2,
올스텟 다운,NPC_ALL_STAT_DOWN,
중력 증가,NPC_GRADUAL_GRAVITY,
회복 전환,NPC_DAMAGE_HEAL,
이뮨 엘리멘탈,NPC_IMMUNE_PROPERTY,
위치 변경,NPC_MOVE_COORDINATE,
광역 죽음의 손아귀,NPC_WIDELEASH,
죽음의 손아귀,NPC_LEASH,
디펜더,NPC_DEFENDER,
애로우 스톰,NPC_ARROWSTORM,
할루시네이션 워크,NPC_HALLUCINATIONWALK,
일렉트릭워크,NPC_ELECTRICWALK,
파이어 워크,NPC_FIREWALK,
밀레니엄 쉴드,NPC_MILLENNIUMSHIELD,
이그니션 브레이크,NPC_IGNITIONBREAK,
하울링 오브 만드라고라,NPC_MANDRAGORA,
페이탈 메나스,NPC_FATALMENACE,
주박진,NPC_SR_CURSEDCIRCLE,
프로스트 피어싱,NPC_JACKFROST,
독안개,NPC_VENOMFOG,
석양의 어쌔신 크로스,NPC_ASSASSINCROSS,
플레임 크로스,NPC_FLAMECROSS,
얼음 지뢰,NPC_ICEMINE,
불협화음,NPC_DISSONANCE,
막춤,NPC_UGLYDANCE,
광역 공포,NPC_WIDEHEALTHFEAR,
광역 깊은잠,NPC_WIDE_DEEP_SLEEP,
광역 매혹,NPC_WIDESIREN,
광역 발화,NPC_WIDEBODYBURNNING,
광역 빙결,NPC_WIDEFROSTMISTY,
광역 냉동,NPC_WIDECOLD,
클라우드 킬,NPC_CLOUD_KILL,
레이 오브 제네시스,NPC_RAYOFGENESIS,
사이킥 웨이브,NPC_PSYCHIC_WAVE,
용암 분출,NPC_MAGMA_ERUPTION,
유성우,NPC_COMET,
맥스 페인,NPC_MAXPAIN,
광역 스파이더 웹,NPC_WIDEWEB,
광역 사이트,NPC_WIDESIGHT,
광역 흡혈,NPC_WIDESUCK,
스톰 가스트,NPC_STORMGUST2,
화염 폭풍,NPC_FIRESTORM,
드래곤 브레스,NPC_DRAGONBREATH,
윈드 워크,SN_WINDWALK,
루아흐,AL_RUWACH,
멜트다운,WS_MELTDOWN,
동전제조,WS_CREATECOIN,
마나의 축복,MER_MAGNIFICAT,
괴(塊) 제조,WS_CREATENUGGET,
카트 부스트,WS_CARTBOOST,
자동공격장치 제작,WS_SYSTEMCREATE,
체이스 워크,ST_CHASEWALK,
소드 리젝트,ST_REJECTSWORD,
배낭 털기,ST_STEALBACKPACK,
히터,EL_HEATER,
알케미,CR_ALCHEMY,
포션 시놉시스,CR_SYNTHESISPOTION,
애로우 발칸,CG_ARROWVULCAN,
달빛 물레방앗간에 떨어지는 꽃잎,CG_MOONLIT,
마리오네트 컨트롤,CG_MARIONETTE,
스파이럴 피어스,LK_SPIRALPIERCE,
헤드 크러쉬,LK_HEADCRUSH,
조인트 비트,LK_JOINTBEAT,
흐뉴마,AL_PNEUMA,
네이팜 발칸,HW_NAPALMVULCAN,
광축기(狂蓄氣),CH_SOULCOLLECT,
마인드 브레이커,PF_MINDBREAKER,
메모라이즈,PF_MEMORIZE,
월 오브 포그,PF_FOGWALL,
스파이더 웹,PF_SPIDERWEB,
메테오 어절트,ASC_METEORASSAULT,
치명적인 독 생산,ASC_CDP,
엄마 아빠 사랑해요,WE_BABY,
엄마 아빠 보고싶어요,WE_CALLPARENT,
아가야 이리오렴,WE_CALLBABY,
달리기,TK_RUN,
회오리 준비,TK_READYSTORM,
회오리차기,TK_STORMKICK,
찍기 준비,TK_READYDOWN,
내려찍기,TK_DOWNKICK,
텔레포테이션,AL_TELEPORT,
차기 준비,TK_READYTURN,
돌려차기,TK_TURNKICK,
카운터 준비,TK_READYCOUNTER,
카운터차기,TK_COUNTER,
낙법,TK_DODGE,
날라차기,TK_JUMPKICK,
편안한 휴식,TK_HPTIME,
즐거운 휴식,TK_SPTIME,
화이팅,TK_POWER,
따듯한 바람,TK_SEVENWIND,
높이뛰기,TK_HIGHJUMP,
태양과 달과 별의 느낌,SG_FEEL,
태양의 따스함,SG_SUN_WARM,
달의 따스함,SG_MOON_WARM,
별의 따스함,SG_STAR_WARM,
태양의 안락함,SG_SUN_COMFORT,
워프 포탈,AL_WARP,
달의 안락함,SG_MOON_COMFORT,
별의 안락함,SG_STAR_COMFORT,
태양과 달과 별의 증오,SG_HATE,
태양의 분노,SG_SUN_ANGER,
달의 분노,SG_MOON_ANGER,
별의 분노,SG_STAR_ANGER,
태양의 축복,SG_SUN_BLESS,
달의 축복,SG_MOON_BLESS,
별의 축복,SG_STAR_BLESS,
태양과 달과 별의 악마,SG_DEVIL,
영구적인 발전,GD_DEVELOPMENT,
태양과 달과 별의 친구,SG_FRIEND,
태양과 달과 별의 지식,SG_KNOWLEDGE,
태양과 달과 별의 융합,SG_FUSION,
알케미스트의 영혼,SL_ALCHEMIST,
버서크 피쳐,AM_BERSERKPITCHER,
몽크의 영혼,SL_MONK,
힐,AL_HEAL,
권성의 영혼,SL_STAR,
세이지의 영혼,SL_SAGE,
웨폰 퀴큰,MER_QUICKEN,
크루세이더의 영혼,SL_CRUSADER,
슈퍼노비스의 영혼,SL_SUPERNOVICE,
기사의 영혼,SL_KNIGHT,
위저드의 영혼,SL_WIZARD,
프리스트의 영혼,SL_PRIEST,
바드와 댄서의 영혼,SL_BARDDANCER,
트로픽,EL_TROPIC,
로그의 영혼,SL_ROGUE,
어쌔신의 영혼,SL_ASSASIN,
블랙스미스의 영혼,SL_BLACKSMITH,
풀 아드레날린 러쉬,BS_ADRENALINE2,
헌터의 영혼,SL_HUNTER,
소울링커의 영혼,SL_SOULLINKER,
카이젤,SL_KAIZEL,
카아히,SL_KAAHI,
민첩성 증가,AL_INCAGI,
카우프,SL_KAUPE,
카이트,SL_KAITE,
카이나,SL_KAINA,
에스틴,SL_STIN,
에스턴,SL_STUN,
에스마,SL_SMA,
에스우,SL_SWOO,
에스크,SL_SKE,
에스카,SL_SKA,
프리저브,ST_PRESERVE,
풀 스트립,ST_FULLSTRIP,
무기제련,WS_WEAPONREFINE,
슬림 피쳐,CR_SLIMPITCHER,
풀 케미칼 프로텍션,CR_FULLPROTECTION,
민첩성 감소,AL_DECAGI,
쉴드체인,PA_SHIELDCHAIN,
마나 리차지,HP_MANARECHARGE,
더블 캐스팅,PF_DOUBLECASTING,
간반테인,HW_GANBANTEIN,
그라비테이션 필드,HW_GRAVITATION,
카트 터미네이션,WS_CARTTERMINATION,
오버트러스트 맥스,WS_OVERTHRUSTMAX,
전문 음악인의 노련함,SKID_CG_SPECIALSINGER,
헤르모드의 지팡이,CG_HERMODE,
운명의 타로 카드,CG_TAROTCARD,
애시드 데몬스트레이션,CR_ACIDDEMONSTRATION,
식물 재배,CR_CULTIVATION,
태권 미션,TK_MISSION,
일차상위직의 영혼,SL_HIGH,
원핸드 퀴큰,KN_ONEHAND,
아쿠아 베네딕타,AL_HOLYWATER,
트와이라이트 파머시,AM_TWILIGHT1,
트와이라이트 파머시,AM_TWILIGHT2,
트와이라이트 파머시,AM_TWILIGHT3,
비스트 스트레이핑,HT_POWER,
엔첸트 블레이드,RK_ENCHANTBLADE,
윈드 커터,RK_WINDCUTTER,
드래곤 하울링,RK_DRAGONHOWLING,
리프레쉬,RK_REFRESH,
스톰 블래스트,RK_STORMBLAST,
베놈 임프레스,GC_VENOMIMPRESS,
새로운 독 제조,GC_CREATENEWPOISON,
카운터 슬래쉬,GC_COUNTERSLASH,
클로킹 익시드,GC_CLOAKINGEXCEED,
크로스 리퍼 슬래셔,GC_CROSSRIPPERSLASHER,
크레멘티아,AB_CLEMENTIA,
한손검 수련,SM_SWORD,
시그넘 크루시스,AL_CRUCIS,
비도 수련,NJ_TOBIDOUGU,
수리검 던지기,NJ_SYURIKEN,
쿠나이 던지기,NJ_KUNAI,
풍마수리검 던지기,NJ_HUUMA,
돈 던지기,NJ_ZENYNAGE,
안젤루스,AL_ANGELUS,
안개 베기,NJ_KASUMIKIRI,
그림자 도약,NJ_SHADOWJUMP,
그림자 베기,NJ_KIRIKAGE,
매미허물 벗기,NJ_UTSUSEMI,
환영분신,NJ_BUNSINJYUTSU,
인법 수련,NJ_NINPOU,
홍염화(紅炎華),NJ_KOUENKA,
화염진(火炎陣),NJ_KAENSIN,
폭염룡(爆炎龍),NJ_BAKUENRYU,
빙섬창(氷閃槍),NJ_HYOUSENSOU,"},"
수둔(水遁),NJ_SUITON,
빙정락(氷晶落),NJ_HYOUSYOURAKU,
풍인(風刃),NJ_HUUJIN,
뇌격쇄(雷擊碎),NJ_RAIGEKISAI,
삭풍(朔風),NJ_KAMAITACHI,
블레싱,AL_BLESSING,
일섬,NJ_ISSEN,
무낙 화이팅,MB_FIGHTING,
본건 뉴트럴,MB_NEUTRAL,
펫 프렌드,MB_TAIMING_PUTI,
하얀포션 심부름,MB_WHITEPOTION,
정신적인 심부름,MB_MENTAL,
카드 피쳐,MB_CARDPITCHER,
펫 피쳐,MB_PETPITCHER,
보디 스터딩,MB_BODYSTUDY,
보디 얼터링,MB_BODYALTER,
펫 메모리,MB_PETMEMORY,
무낙 텔레포트,MB_M_TELEPORT,
본건 게인,MB_B_GAIN,
무낙 게인,MB_M_GAIN,
테이밍 미션,MB_MISSION,
큐어,AL_CURE,
무낙 볼,MB_MUNAKBALL,
본건 스크롤,MB_SCROLL,
본건 게더링,MB_B_GATHERING,
무낙 게더링,MB_M_GATHERING,
본건 익스클루드,MB_B_EXCLUDE,
본건 드리프트,MB_B_DRIFT,
본건 월러쉬,MB_B_WALLRUSH,
무낙 월러쉬,MB_M_WALLRUSH,
본건 월쉬프트,MB_B_WALLSHIFT,
무낙 월크래쉬,MB_M_WALLCRASH,
무낙 리엔카네이션,MB_M_REINCARNATION,
본건 얼마이티,MB_B_EQUIP,
데스나이트의 영혼,SL_DEATHKNIGHT,
다크콜렉터의 영혼,SL_COLLECTOR,
닌자의 영혼,SL_NINJA,
소지한계량 증가,MC_INCCARRY,
트와이라이트 파머시,AM_TWILIGHT4,
버서카이저,DE_BERSERKAIZER,
다크 소울파워,DA_DARKPOWER,
Death 패시브,DE_PASSIVE,
Death 어택 패시브,DE_PATTACK,
Death 스피드 패시브,DE_PSPEED,
Death 디펜스 패시브,DE_PDEFENSE,
Death 크리티칼 패시브,DE_PCRITICAL,
Death 회복 패시브,DE_PHP,
Death 마력 패시브,DE_PSP,
Death 옵티마이즈,DE_RESET,
Death 랭킹 패시브,DE_RANKING,
Death 트리플 패시브,DE_PTRIPLE,
데스 에너지,DE_ENERGY,
디스카운트,MC_DISCOUNT,
데스 슬래쉬,DE_SLASH,
데스 코일,DE_COIL,
데스 웨이브,DE_WAVE,
데스 리버스 에너지,DE_REBIRTH,
데스 오오라,DE_AURA,
데스 프리져,DE_FREEZER,
데스 체인지 어택,DE_CHANGEATTACK,
데스 퍼니쉬,DE_PUNISH,
데스 포이즌 슬래쉬,DE_POISON,
데스 인스턴트 배리어,DE_INSTANT,
데스 워닝,DE_WARNING,
데스 나이프,DE_RANKEDKNIFE,
데스 그라디우스,DE_RANKEDGRADIUS,
마이티 게이지,DE_GAUGE,
마이티 타임 차지,DE_GTIME,
오버챠지,MC_OVERCHARGE,
마이티 스킬 차지,DE_GSKILL,
마이티 킬 차지,DE_GKILL,
데드 액셀,DE_ACCEL,
데드 더블 블러킹,DE_BLOCKDOUBLE,
데드 니어 블러킹,DE_BLOCKMELEE,
데드 디스턴스 블러킹,DE_BLOCKFAR,
데드 러쉬 어택,DE_FRONTATTACK,
데드져러스 어택,DE_DANGERATTACK,
데드 트윈 어택,DE_TWINATTACK,
데드 스톰 어택,DE_WINDATTACK,
데드 워터 어택,DE_WATERATTACK,
다크 에너지,DA_ENERGY,
다크 클라우드,DA_CLOUD,
다크 퍼스트판타지,DA_FIRSTSLOT,
다크 헤드디펜스,DA_HEADDEF,
푸쉬카트,MC_PUSHCART,
다크 트랜스폼,DA_TRANSFORM,
다크 익스플로젼,DA_EXPLOSION,
다크 리워드,DA_REWARD,
다크 크러쉬,DA_CRUSH,
다크 아이템 리빌드,DA_ITEMREBUILD,
다크 일루션,DA_ILLUSION,
다크 뉴트럴라이즈,DA_NUETRALIZE,
다크 러너,DA_RUNNER,
다크 트랜스퍼,DA_TRANSFER,
다크 월,DA_WALL,
엘 디카스테스로의 귀환,RETURN_TO_ELDICASTES,
죽은 자들의 세계로!,ALL_NIFLHEIM_RECALL,
다크 리벤지,DA_REVENGE,
다크 이어플러그,DA_EARPLUG,
블랙 젬스톤 콘트렉트,DA_CONTRACT,
블랙 젬스톤 매직,DA_BLACK,
아이템 감정,MC_IDENTIFY,
콜렉터 매직카트,DA_MAGICCART,
콜렉터 카피,DA_COPY,
콜렉터 크리스탈,DA_CRYSTAL,
콜렉터 경험치,DA_EXP,
콜렉터 매지컬 카트 스윙,DA_CARTSWING,
콜렉터 휴먼 리빌드,DA_REBUILD,
콜렉터 노비스 잡체인지,DA_JOBCHANGE,
콜렉터 엠펠리움 다크니스,DA_EDARKNESS,
콜렉터 엠펠리움 가디언,DA_EGUARDIAN,
콜렉터 타임아웃,DA_TIMEOUT,
타임인,ALL_TIMEIN,
콜렉터 랭킹,DA_ZENYRANK,
콜렉터 믹스,DA_ACCESSORYMIX,
어스퀘이크,NPC_EARTHQUAKE,
어스퀘이크,NPC_EARTHQUAKE_K,
서클 오브 파이어,EL_CIRCLE_OF_FIRE,
노점개설,MC_VENDING,
타이달 웨폰,EL_TIDAL_WEAPON,
드래곤 피어,NPC_DRAGONFEAR,
펄스 스트라이크,NPC_PULSESTRIKE2,
펄스 스트라이크,NPC_PULSESTRIKE,
헬 저지먼트,NPC_HELLJUDGEMENT,
메스 사일런스,NPC_WIDESILENCE,
메스 프리징,NPC_WIDEFREEZE,
메스 블리딩,NPC_WIDEBLEEDING,
메스 스톤커스,NPC_WIDESTONE,
메스 컨퓨젼,NPC_WIDECONFUSE,
메스 슬립,NPC_WIDESLEEP,"},"
이블 랜드,NPC_EVILLAND,
매머나이트,MC_MAMMONITE,
슬로우 캐스트,NPC_SLOWCAST,
치명적인 상처,NPC_CRITICALWOUND,
스톤 스킨,NPC_STONESKIN,
안티 매직,NPC_ANTIMAGIC,
메스 커즈,NPC_WIDECURSE,
메스 스턴,NPC_WIDESTUN,
뱀파이어릭 터치,NPC_VAMPIRE_GIFT,
마나 번,NPC_WIDESOULDRAIN,
소지량 증가R,ALL_INCCARRY,
헬의 권능,NPC_HELLPOWER,
올빼미의 눈,AC_OWL,
잘자라 우리아가,GM_SANDMAN,
괴수의 울부짖음,ALL_CATCRY,
불어라 꽃바람,ALL_PARTYFLEE,
당신에게 감사해요,ALL_ANGEL_PROTECT,
한 여름 밤의 꿈,ALL_DREAM_SUMMERNIGHT,
리버스 오키쉬,ALL_REVERSEORCISH,
홀리 나이트,ALL_WEWISH,
독수리의 눈,AC_VULTURE,
집중력 향상,AC_CONCENTRATION,
더블 스트레이핑,AC_DOUBLE,
치유의 손길(힐),HLIF_HEAL,
문라이트,HFLI_MOON,
제노 슬래셔,MH_XENO_SLASHER,
슈테인반트 : 바위 벽,MH_STEINWAND,
라바 슬라이드,MH_LAVA_SLIDE,
애로우 샤워,AC_SHOWER,
카프라와의 계약,GD_KAFRACONTRACT,
양손검 수련,SM_TWOHAND,
더블 어택,TF_DOUBLE,
랜드마인,MA_LANDMINE,"},"
리게인,MER_REGAIN,
파이어 클록,EL_FIRE_CLOAK,
회피율 증가,TF_MISS,
윈드 슬래쉬,EL_WIND_SLASH,
스틸,TF_STEAL,
하이딩,TF_HIDING,
인베넘,TF_POISON,
해독,TF_DETOXIFY,
리저렉션,ALL_RESURRECTION,
창 수련,KN_SPEARMASTERY,
가디언 리서치,GD_GUARDRESEARCH,
피어스,KN_PIERCE,
샌드맨,MA_SANDMAN,
텐더,MER_TENDER,
파이어 맨틀,EL_FIRE_MANTLE,
브랜디쉬 스피어,KN_BRANDISHSPEAR,
허리케인 레이지,EL_HURRICANE,
스피어 스탭,KN_SPEARSTAB,
스피어 부메랑,KN_SPEARBOOMERANG,
투핸드 퀴큰,KN_TWOHANDQUICKEN,
오토 카운터,KN_AUTOCOUNTER,
볼링 배쉬,KN_BOWLINGBASH,
챠지 어택,KN_CHARGEATK,
슈링크,CR_SHRINK,
소닉 액셀레이션,AS_SONICACCEL,
베넘 나이프,AS_VENOMKNIFE,
클로즈 컨파인,RG_CLOSECONFINE,
사이트 블래스터,WZ_SIGHTBLASTER,
판타즈믹 애로우,HT_PHANTASMIC,
팽 보이스,BA_PANGVOICE,
매혹의 윙크,DC_WINKCHARM,
수상쩍은 상술,BS_UNFAIRLYTRICK,
레뎀프티오,PR_REDEMPTIO,
발경(發勁),MO_BALKYOUNG,
라이딩,KN_RIDING,
탐욕,BS_GREED,
진기주입(振氣注入),MO_KITRANSLATION,
엘레멘탈 체인지 (지),SA_ELEMENTGROUND,
엘레멘탈 체인지 (화),SA_ELEMENTFIRE,
엘레멘탈 체인지 (풍),SA_ELEMENTWIND,
엘레멘탈 체인지 (수),SA_ELEMENTWATER,
HP회복력 향상,SM_RECOVERY,
기병 수련,KN_CAVALIERMASTERY,
하이네스 힐,AB_HIGHNESSHEAL,
듀플레 라이트,AB_DUPLELIGHT_MELEE,
베네딕션,MER_BENEDICTION,
메이스 수련,PR_MACEMASTERY,
워터 스크린,EL_WATER_SCREEN,
임포시티오 마누스,PR_IMPOSITIO,
허리케인 레이지,EL_HURRICANE_ATK,
수프라기움,PR_SUFFRAGIUM,
아스페르시오,PR_ASPERSIO,
성체강복,PR_BENEDICTIO,
시에나 엑서크레이트,WL_SIENNAEXECRATE,
크림즌 록,WL_CRIMSONROCK,
서몬 볼 라이트닝,WL_SUMMONBL,
리딩 스펠북,WL_READING_SB,
리딩 스펠북,WL_READING_SB_READING,
생츄어리,PR_SANCTUARY,
클러스터 봄,RA_CLUSTERBOMB,
워그 스트라이크,RA_WUGSTRIKE,
카무플라쥬,RA_CAMOUFLAGE,
메이즈 트랩,RA_MAIZETRAP,
마도 기어 라이센스,NC_MADOLICENCE,
플레어 런처,NC_FLAMELAUNCHER,
호버링,NC_HOVERING,
슬로우 포이즌,PR_SLOWPOISON,
애널라이즈,NC_ANALYZE,"},"
리페어,NC_REPAIR,
파워 스윙,NC_POWERSWING,
FAW 해제,NC_DISJOINT,
섀도우 폼,SC_SHADOWFORM,
데들리 인펙트,SC_DEADLYINFECT,
마스커레이드-레이지네스,SC_LAZINESS,
리커버리,PR_STRECOVERY,
블러디 러스트,SC_BLOODYLUST,
캐논 스피어,LG_CANNONSPEAR,
리플렉트 데미지 리덕션,LG_REFLECTDAMAGE,
쉴드 스펠,LG_SHIELDSPELL,
밴딩,LG_BANDING,
어스 드라이브,LG_EARTHDRIVE,
기리에 엘레이손,PR_KYRIE,
연인들을 위한 심포니,WA_SYMPHONY_OF_LOVER,
마니피캇,PR_MAGNIFICAT,
하모나이즈,MI_HARMONIZE,
글로리아,PR_GLORIA,
나락의 노래,WM_POEMOFNETHERWORLD,
순환하는 자연의 소리,WM_SIRCLEOFNATURE,
렉스 디비나,PR_LEXDIVINA,
레라드의 이슬,WM_LERADS_DEW,
파이어 워크,SO_FIREWALK,
다이아몬드 더스트,SO_DIAMONDDUST,
스트라이킹,SO_STRIKING,
아를로,SO_ARRULLO,
턴 언데드,PR_TURNUNDEAD,
정령 교감,SO_EL_SYMPATHY,
윈드 인시그니아,SO_WIND_INSIGNIA,
카트개조,GN_REMODELING_CART,
가시나무 덫,GN_THORNS_TRAP,
크레이지 위드,GN_CRAZYWEED,
렉스 에테르나,PR_LEXAETERNA,
믹스 쿠킹,GN_MIX_COOKING,
조합체계 확장,GD_EXTENSION,
세크라멘트,AB_SECRAMENT,
마그누스 엑소르시스무스,PR_MAGNUS,
구매노점 개설 (BUYING STORE),ALL_BUYING_STORE,
배쉬,SM_BASH,"},"
화이어 필라,WZ_FIREPILLAR,
리무브 트랩,MA_REMOVETRAP,"},"
리큐퍼레이트,MER_RECUPERATE,
사이트래셔,WZ_SIGHTRASHER,
워터 드롭,EL_WATER_DROP,
화이어 아이비,WZ_FIREIVY,
타이푼 미사일,EL_TYPOON_MIS,
메테오 스톰,WZ_METEOR,
유피텔 선더,WZ_JUPITEL,
로드 오브 버밀리온,WZ_VERMILION,
워터볼,WZ_WATERBALL,
아이스월,WZ_ICEWALL,
프로스트 노바,WZ_FROSTNOVA,
스톰 가스트,WZ_STORMGUST,
어스 스파이크,WZ_EARTHSPIKE,
헤븐즈 드라이브,WZ_HEAVENDRIVE,
콰그마이어,WZ_QUAGMIRE,
몬스터 정보,WZ_ESTIMATION,
뇌수술,HLIF_BRAIN,
오버드 스피드,HFLI_SPEED,
니들 오브 패럴라이즈,MH_NEEDLE_OF_PARALYZE,
