그라운드 드라이브,NPC_GROUNDDRIVE,
스타일 체인지,MH_STYLE_CHANGE,
안그리프 모더스 : 전투 태세,MH_ANGRIFFS_MODUS,
볼캐닉 애쉬,MH_VOLCANIC_ASH,
철 제조,BS_IRON,
길드의 영광,GD_GLORYGUILD,
강철 제조,BS_STEEL,
프로보크,SM_PROVOKE,
속성석 제조,BS_ENCHANTEDSTONE,
차지 애로우,MA_CHARGEARROW,
멘탈 큐어,MER_MENTALCURE,
오리데오콘 연구,BS_ORIDEOCON,
워터 배리어,EL_WATER_BARRIER,
단검 제작,BS_DAGGER,
타이푼 미사일,EL_TYPOON_MIS_ATK,
검 제작,BS_SWORD,
양손검 제작,BS_TWOHANDSWORD,
도끼 제작,BS_AXE,
메이스 제작,BS_MACE,
너클 제작,BS_KNUCKLE,
창 제작,BS_SPEAR,
힐트 바인딩,BS_HILTBINDING,
광석발견,BS_FINDINGORE,
무기연구,BS_WEAPONRESEARCH,
무기 수리,BS_REPAIRWEAPON,
스킨 템퍼링,BS_SKINTEMPER,
해머폴,BS_HAMMERFALL,
위대한 지도력,GD_LEADERSHIP,
아드레날린 러쉬,BS_ADRENALINE,
매그넘 브레이크,SM_MAGNUM,
웨폰 퍼펙션,BS_WEAPONPERFECT,
샤프 슈팅,MA_SHARPSHOOTING,
컴프레스,MER_COMPRESS,
오버 트러스트,BS_OVERTHRUST,"},"
윈드 스텝,EL_WIND_STEP,
맥시마이즈 파워,BS_MAXIMIZE,
스톤 해머,EL_STONE_HAMMER,
스키드 트랩,HT_SKIDTRAP,
랜드 마인,HT_LANDMINE,
앵클스네어,HT_ANKLESNARE,
쇼크웨이브 트랩,HT_SHOCKWAVE,
샌드맨,HT_SANDMAN,
플래셔,HT_FLASHER,
프리징 트랩,HT_FREEZINGTRAP,
블래스트 마인,HT_BLASTMINE,
크레모어 트랩,HT_CLAYMORETRAP,
리무브 트랩,HT_REMOVETRAP,
토키 박스,HT_TALKIEBOX,
소닉 웨이브,RK_SONICWAVE,
헌드레드 스피어,RK_HUNDREDSPEAR,
이그니션 브레이크,RK_IGNITIONBREAK,
드래곤 브레스,RK_DRAGONBREATH,
룬 마스터리,RK_RUNEMASTERY,
크러쉬 스트라이크,RK_CRUSHSTRIKE,
비스트베인,HT_BEASTBANE,
바이탈리티 액티베이션,RK_VITALITYACTIVATION,
파이팅 스피릿,RK_FIGHTINGSPIRIT,
팬텀 스러스트,RK_PHANTOMTHRUST,
크로스 임팩트,GC_CROSSIMPACT,
새로운 독 연구,GC_RESEARCHNEWPOISON,
안티 도트,GC_ANTIDOTE,
웨폰 블로킹,GC_WEAPONBLOCKING,
팔콘리 마스터리,HT_FALCON,
포이즌 스모크,GC_POISONSMOKE,
팬텀 메나스,GC_PHANTOMMENACE,
롤링 커터,GC_ROLLINGCUTTER,
쥬덱스,AB_JUDEX,
아도라무스,AB_ADORAMUS,
칸토캔디두스,AB_CANTO,
인듀어,SM_ENDURE,
스틸 크로,HT_STEELCROW,
비투페라툼,AB_VITUPERATUM,
콘베니오,AB_CONVENIO,
라우다라무스,AB_LAUDARAMUS,
클리어런스,AB_CLEARANCE,
듀플레 라이트,AB_DUPLELIGHT_MAGIC,
블릿츠 비트,HT_BLITZBEAT,
디텍팅,HT_DETECTING,
스프링 트랩,HT_SPRINGTRAP,
윈드 커튼,EL_WIND_CURTAIN,
오른손 수련,AS_RIGHT,
록 크러셔,EL_ROCK_CRUSHER,
왼손 수련,AS_LEFT,
카타르 수련,AS_KATAR,
클로킹,AS_CLOAKING,
소닉 블로우,AS_SONICBLOW,
그림투스,AS_GRIMTOOTH,
인챈트 포이즌,AS_ENCHANTPOISON,
라디어스,WL_RADIUS,
헬 인페르노,WL_HELLINFERNO,
어스 스트레인,WL_EARTHSTRAIN,
포이즌 리액트,AS_POISONREACT,
서몬 워터볼,WL_SUMMONWB,
프리징 스펠,WL_FREEZE_SP,
베넘 더스트,AS_VENOMDUST,
워그마스터리,RA_WUGMASTERY,
워그 바이트,RA_WUGBITE,
트랩연구,RA_RESEARCHTRAP,
베넘 스플래셔,AS_SPLASHER,
부스트 너클,NC_BOOSTKNUCKLE,
콜드 슬로어,NC_COLDSLOWER,
프론트 사이트 슬라이드,NC_F_SIDESLIDE,
응급 치료,NV_FIRSTAID,
마그네틱 필드,NC_MAGNETICFIELD,
도끼 수련,NC_TRAININGAXE,
액스 토네이도,NC_AXETORNADO,
죽은척하기,NV_TRICKDEAD,
트라이앵글 샷,SC_TRIANGLESHOT,
마스커레이드-이너베이션,SC_ENERVATION,
SP회복력 향상,MG_SRECOVERY,
이동시 HP 회복,SM_MOVINGRECOVERY,
페인트 봄,SC_FEINTBOMB,
배니싱 포인트,LG_BANISHINGPOINT,
핀 포인트 어택,LG_PINPOINTATTACK,
급소치기,SM_FATALBLOW,
문 슬래셔,LG_MOONSLASHER,
헤스페루스 리트,LG_HESPERUSLIT,
오토 버서크,SM_AUTOBERSERK,
화살 만들기,AC_MAKINGARROW,
달빛의 세레나데,WA_MOONLIT_SERENADE,
챠지 애로우,AC_CHARGEARROW,
모래 뿌리기,TF_SPRINKLESAND,
백 슬라이딩,TF_BACKSLIDING,
돌 줍기,TF_PICKSTONE,
세이렌의 목소리,WM_VOICEOFSIREN,
불확정요소의 언어,WM_RANDOMIZESPELL,
돌 던지기,TF_THROWSTONE,
멜로디 오브 싱크,WM_MELODYOFSINK,
카트 레볼루션,MC_CARTREVOLUTION,
포이즌 버스터,SO_POISON_BUSTER,
워머,SO_WARMER,
정령 제어,SO_EL_CONTROL,
체인지 카트,MC_CHANGECART,
정령 치유,SO_EL_CURE,
어스 인시그니아,SO_EARTH_INSIGNIA,
고성방가,MC_LOUD,
블러드 서커,GN_BLOOD_SUCKER,
홀리 라이트,AL_HOLYLIGHT,
폭탄 제조,GN_MAKEBOMB,
냉정한 마음,GD_SOULCOLD,
에너지 코트,MG_ENERGYCOAT,
수호자의 부름,ALL_GUARDIAN_RECALL,
사이트,MG_SIGHT,
배쉬,MS_BASH,
브랜디쉬 스피어,ML_BRANDISH,
오토 버서크,MER_AUTOBERSERK,
제피르,EL_ZEPHYR,
파이어 애로우,EL_FIRE_ARROW,
록 크러셔,EL_ROCK_CRUSHER_ATK,
네이팜 비트,MG_NAPALMBEAT,
캐슬링,HAMI_CASTLE,
카프리스,HVAN_CAPRICE,
페인 킬러,MH_PAIN_KILLER,
실버베인 러쉬,MH_SILVERVEIN_RUSH,
C.B.C : 컨티뉴얼 브레이크 콤보,MH_CBC,
날카로운 시선,GD_HAWKEYES,
세이프티 월,MG_SAFETYWALL,
매그넘 브레이크,MS_MAGNUM,
스파이럴 피어스,ML_SPIRALPIERCE,
민첩성 감소,MER_DECAGI,
솔리드 스킨,EL_SOLID_SKIN,
파이어 봄,EL_FIRE_BOMB,
스톤 레인,EL_STONE_RAIN,
소울 스트라이크,MG_SOULSTRIKE,
스내쳐,RG_SNATCHER,
스틸 코인,RG_STEALCOIN,
백 스탭,RG_BACKSTAP,
터널 드라이브,RG_TUNNELDRIVE,
기습,RG_RAID,
스트립 웨폰,RG_STRIPWEAPON,
스트립 쉴드,RG_STRIPSHIELD,
스트립 아머,RG_STRIPARMOR,
스트립 헬름,RG_STRIPHELM,
인티머데이트,RG_INTIMIDATE,
그래피티,RG_GRAFFITI,
전투명령 하달,GD_BATTLEORDER,
플래그 그래피티,RG_FLAGGRAFFITI,
클리너,RG_CLEANER,
갱스터 파라다이스,RG_GANGSTER,
긴급호출,GD_ITEMEMERGENCYCALL,
콜드볼트,MG_COLDBOLT,
컴펄션 디스카운트,RG_COMPULSION,
마이티 페인 차지,DE_GPAIN,
볼링 배쉬,MS_BOWLINGBASH,
디펜더,ML_DEFENDER,
도작,RG_PLAGIARISM,
스트립 액세서리,SC_STRIPACCESSARY,
영광의 상처,GD_GLORYWOUNDS,
도끼 수련,AM_AXEMASTERY,
가디언 강화,GD_GUARDUP,
정식 길드 승인,GD_APPROVAL,
민첩성 증가,MER_INCAGI,
러닝 포션,AM_LEARNINGPOTION,
블레싱,MER_BLESSING,
기리에 엘레이손,MER_KYRIE,
스톤 쉴드,EL_STONE_SHIELD,
파머시,AM_PHARMACY,
몬스터 정보,MER_ESTIMATION,
렉스 디비나,MER_LEXDIVINA,
희생양,MER_SCAPEGOAT,
데몬스트레이션,AM_DEMONSTRATION,
프로보크,MER_PROVOKE,
크래쉬,MER_CRASH,
사이트,MER_SIGHT,
애시드 테러,AM_ACIDTERROR,
쉴드 프레스,LG_SHIELDPRESS,
오토 가드,ML_AUTOGUARD,
피어스,ML_PIERCE,
포션 피쳐,AM_POTIONPITCHER,
프리징 트랩,MA_FREEZINGTRAP,
스키드 트랩,MA_SKIDTRAP,
애로우 샤워,MA_SHOWER,
바이오 캐니벌라이즈,AM_CANNIBALIZE,
더블 스트레이핑,MA_DOUBLE,
버서크,MS_BERSERK,
리플렉트 쉴드,MS_REFLECTSHIELD,
스피어 마인,AM_SPHEREMINE,
패링,MS_PARRYING,
파이로 클래스틱,MH_PYROCLASTIC,
그래니틱 아머,MH_GRANITIC_ARMOR,
케미칼 프로텍션(웨폰),AM_CP_WEAPON,
마그마 플로우,MH_MAGMA_FLOW,
블래스트,EL_BLAST,
틴더 브레이커,MH_TINDER_BREAKER,
케미칼 프로텍션(쉴드),AM_CP_SHIELD,
하일리게 슈탕에 : 성스러운 창,MH_HEILIGE_STANGE,
골덴 페르제 : 황금의 뒤꿈치,MH_GOLDENE_FERSE,
라이프스트림,NPC_ALLHEAL,
케미칼 프로텍션(아머),AM_CP_ARMOR,
페트롤로지,EL_PETROLOGY,
소닉 크로우,MH_SONIC_CRAW,
사일런트 브리즈,MH_SILENT_BREEZE,
케미칼 프로텍션(헬름),AM_CP_HELM,
이레이져 커터,MH_ERASER_CUTTER,
오버드 부스트,MH_OVERED_BOOST,
재생의 빛,MH_LIGHT_OF_REGENE,
생명윤리,AM_BIOETHICS,
포이즌 미스트,MH_POISON_MIST,
서몬 레기온,MH_SUMMON_LEGION,
바이오 익스플로젼,HVAN_EXPLOSION,
생명공학 연구,AM_BIOTECHNOLOGY,
컨버터 제조,SA_CREATECON,
와일드 스톰,EL_WILD_STORM,
프로스트 다이버,MG_FROSTDIVER,
피조물 창조,AM_CREATECREATURE,
S.B.R.44,HFLI_SBR44,
플릿 무브,HFLI_FLEET,
블러드 러스트,HAMI_BLOODLUST,
컬터베이션,AM_CULTIVATION,
아다만티움 스킨,HAMI_SKIN,
커즈드 소일,EL_CURSED_SOIL,
멘탈 체인지,HLIF_CHANGE,
프레임 컨트롤,AM_FLAMECONTROL,
긴급회피,HLIF_AVOID,
오버 브랜드,LG_OVERBRAND,
오딘의 리콜,ALL_ODINS_RECALL,
콜 호문클루스,AM_CALLHOMUN,
안식,AM_REST,
체인지 매터리얼,GN_CHANGEMATERIAL,
슬링 아이템,GN_SLINGITEM,
하울링 오브 만드라고라,GN_MANDRAGORA,
드릴마스터,AM_DRILLMASTER,
헬즈 플랜트,GN_HELLS_PLANT,
파이어 익스펜션,GN_FIRE_EXPANSION,
데모닉 파이어,GN_DEMONIC_FIRE,
힐 호문클루스,AM_HEALHOMUN,
가시나무 벽,GN_WALLOFTHORN,
카트 부스트,GN_CARTBOOST,
리저렉션 호문클루스,AM_RESURRECTHOMUN,
카트 캐논,GN_CARTCANNON,
카트 토네이도,GN_CART_TORNADO,
검 수련,GN_TRAINING_SWORD,
믿음,CR_TRUST,
워터 스크류,EL_WATER_SCREW_ATK,
워터 스크류,EL_WATER_SCREW,
아이스,EL_ICE_NEEDLE,
오토 가드,CR_AUTOGUARD,
파이어 웨이브,EL_FIRE_WAVE_ATK,
파이어 웨이브,EL_FIRE_WAVE,
파이어 봄,EL_FIRE_BOMB_ATK,
쉴드 챠지,CR_SHIELDCHARGE,
업히벌,EL_UPHEAVAL,
디펜스,HAMI_DEFENCE,
카오틱 베네딕션,HVAN_CHAOTIC,
쉴드 부메랑,CR_SHIELDBOOMERANG,
미드나잇 프렌지,MH_MIDNIGHT_FRENZY,
E.Q.C : 이터널 퀵 콤보,MH_EQC,
거스트,EL_GUST,
리플렉트 쉴드,CR_REFLECTSHIELD,
칠리 에어,EL_CHILLY_AIR,
쿨러,EL_COOLER,
리제네레이션,GD_REGENERATION,
홀리 크로스,CR_HOLYCROSS,
클라우드 킬,SO_CLOUD_KILL,
아쿠아 플레이,EL_AQUAPLAY,
엘리멘탈 액션,SO_EL_ACTION,
그랜드 크로스,CR_GRANDCROSS,
워터 인시그니아,SO_WATER_INSIGNIA,
헌신,CR_DEVOTION,
서몬 아쿠아,SO_SUMMON_AQUA,
기본기능,NV_BASIC,
스톤 커스,MG_STONECURSE,
신의 뜻,CR_PROVIDENCE,
에우카리스티카,AB_EUCHARISTICA,
디펜더,CR_DEFENDER,
시렌치움,AB_SILENTIUM,
스피어 퀴큰,CR_SPEARQUICKEN,
서몬 테라,SO_SUMMON_TERA,
철사장(鐵沙掌),MO_IRONHAND,
서몬 벤투스,SO_SUMMON_VENTUS,
운기조식(運氣調息),MO_SPIRITSRECOVERY,
4원소 분석,SO_EL_ANALYSIS,
축기(畜氣),MO_CALLSPIRITS,
바레티르 스피어,SO_VARETYR_SPEAR,
흡기(吸氣),MO_ABSORBSPIRITS,
바큠 익스트림,SO_VACUUM_EXTREME,
육합권(六合拳),MO_TRIPLEATTACK,
파워 오브 가이아,EL_POWER_OF_GAIA,
궁신탄영(弓身彈影),MO_BODYRELOCATION,
이화접목(移花接木),MO_DODGE,
어스 그레이브,SO_EARTHGRAVE,
침투경(浸透勁),MO_INVESTIGATE,
스펠 피스트,SO_SPELLFIST,
탄지신통(彈指神通),MO_FINGEROFFENSIVE,
일렉트릭 워크,SO_ELECTRICWALK,
금강불괴(金剛不壞),MO_STEELBODY,
언리미티드 허밍 보이스,WM_UNLIMITED_HUMMING_VOICE,
진검백파도(眞劍百破道),MO_BLADESTOP,
스윙 댄스,WA_SWING_DANCE,
폭기(爆氣),MO_EXPLOSIONSPIRITS,
새터데이 나이트 피버,WM_SATURDAY_NIGHT_FEVER,
아수라 패황권(阿修羅覇凰拳),MO_EXTREMITYFIST,
화이어 볼,MG_FIREBALL,
연환전신장(連環全身掌),MO_CHAINCOMBO,
사운드 오브 디스트럭션,WM_SOUND_OF_DESTRUCTION,
맹룡과강(猛龍誇强),MO_COMBOFINISH,
워그와 함께 춤을,WM_DANCE_WITH_WUG,
어드밴스드 북,SA_ADVANCEDBOOK,
마나의 노래,WM_SONG_OF_MANA,
캐스트 캔슬,SA_CASTCANCEL,
화이트 임프리즌,WL_WHITEIMPRISON,
매직 로드,SA_MAGICROD,
스테이시스,WL_STASIS,
스펠 브레이커,SA_SPELLBREAKER,
테트라 볼텍스,WL_TETRAVORTEX,
프리 캐스트,SA_FREECAST,
그레이트 에코,WM_GREAT_ECHO,
오토 스펠,SA_AUTOSPELL,
애로우 스톰,RA_ARROWSTORM,
프레임 런처,SA_FLAMELAUNCHER,
워그라이더,RA_WUGRIDER,
프로스트 웨폰,SA_FROSTWEAPON,
마젠타 트랩,RA_MAGENTATRAP,
라이트닝 로더,SA_LIGHTNINGLOADER,
파일 벙커,NC_PILEBUNKER,
사이즈믹 웨폰,SA_SEISMICWEAPON,
백 사이트 슬라이드,NC_B_SIDESLIDE,
드래고놀로지,SA_DRAGONOLOGY,
뉴트럴 배리어,NC_NEUTRALBARRIER,
볼케이노,SA_VOLCANO,
FAW 실버 스나이퍼,NC_SILVERSNIPER,
델류즈,SA_DELUGE,
바디 페인팅,SC_BODYPAINT,
바이어런스 게일,SA_VIOLENTGALE,
화이어 월,MG_FIREWALL,
랜드 프로텍터,SA_LANDPROTECTOR,
수줍은 하루의 우울,WM_GLOOMYDAY,
디스펠,SA_DISPELL,
포스 오브 뱅가드,LG_FORCEOFVANGUARD,
아브라카다브라,SA_ABRACADABRA,
레이 오브 제네시스,LG_RAYOFGENESIS,
모노 셀,SA_MONOCELL,
클래스 체인지,SA_CLASSCHANGE,
서먼 몬스터,SA_SUMMONMONSTER,
리버스 오키쉬,SA_REVERSEORCISH,
안식의 자장가,WM_LULLABY_DEEPSLEEP,
사신,SA_DEATH,
사망의 골짜기에서,WM_DEADHILLHERE,
포츈,SA_FORTUNE,
서비어 레인스톰,WM_SEVERE_RAINSTORM,
테이밍 몬스터,SA_TAMINGMONSTER,
풍차를 향해 돌격,MI_RUSH_WINDMILL,
?,SA_QUESTION,
진동 잔향,WM_REVERBERATION,
그라비티,SA_GRAVITY,
메탈릭 사운드,WM_METALICSOUND,
레벨 업,SA_LEVELUP,}
레슨,WM_LESSON,
즉사,SA_INSTANTDEATH,
메아리의 노래,MI_ECHOSONG,
완전회복,SA_FULLRECOVERY,
도미니온 임펄스,WM_DOMINION_IMPULSE,
코마,SA_COMA,}
화이어 볼트,MG_FIREBOLT,
임기응변,BD_ADAPTATION,
비욘드 오브 워 크라이,WM_BEYOND_OF_WARCRY,
앵콜,BD_ENCORE,
자장가,BD_LULLABY,
사이킥 웨이브,SO_PSYCHIC_WAVE,
김서방 돈벌었네,BD_RICHMANKIM,
서몬 아그니,SO_SUMMON_AGNI,
영원의 혼돈,BD_ETERNALCHAOS,
파이어 인시그니아,SO_FIRE_INSIGNIA,
전장의 북소리,BD_DRUMBATTLEFIELD,
니벨룽겐의 반지,BD_RINGNIBELUNGEN,
스포어 익스플로젼,GN_SPORE_EXPLOSION,
울부짖는 로키,BD_ROKISWEIL,
심연속으로,BD_INTOABYSS,
스페셜 파머시,GN_S_PHARMACY,
불사신 지크프리드,BD_SIEGFRIED,"},"
리스토어,GD_RESTORE,
라그나로크,BD_RAGNAROK,
인스피레이션,LG_INSPIRATION,
악기다루기,BA_MUSICALLESSON,
파이어티,LG_PIETY,
뮤지컬 스트라이크,BA_MUSICALSTRIKE,
프레스티지,LG_PRESTIGE,
불협화음,BA_DISSONANCE,}
오딘의 힘,ALL_ODINS_POWER,
썰렁한 농담,BA_FROSTJOKE,
익시드 브레이크,LG_EXEEDBREAK,
휘파람,BA_WHISTLE,
라이트닝 볼트,MG_LIGHTNINGBOLT,
석양의 어쌔신 크로스,BA_ASSASSINCROSS,}
레이지 버스트 어택,LG_RAGEBURST,
브라기의 시,BA_POEMBRAGI,
헌신,ML_DEVOTION,
이둔의 사과,BA_APPLEIDUN,
트램플,LG_TRAMPLE,
춤연습,DC_DANCINGLESSON,"},"
마엘슈트롬,SC_MAELSTROM,
화살 감아 던지기,DC_THROWARROW,
카오스 패닉,SC_CHAOSPANIC,
막춤,DC_UGLYDANCE,
디멘션 도어,SC_DIMENSIONDOOR,
비명지르기,DC_SCREAM,
맨홀,SC_MANHOLE,
흥얼거림,DC_HUMMING,
파이로 테크닉,EL_PYROTECHNIC,
나를 잊지 말아요,DC_DONTFORGETME,
마스커레이드-위크니스,SC_WEAKNESS,
행운의 키스,DC_FORTUNEKISS,
마스커레이드-언럭키,SC_UNLUCKY,
당신을 위한 서비스,DC_SERVICEFORYOU,
마스커레이드-이그노어런스,SC_IGNORANCE,
마스커레이드-그루미,SC_GROOMY,
인비지빌리티,SC_INVISIBILITY,
오토 섀도우 스펠,SC_AUTOSHADOWSPELL,
리프로듀스,SC_REPRODUCE,
페이탈 메나스,SC_FATALMENACE,
FAW 매직 디코이,NC_MAGICDECOY,
당신만은 지킬게요,WE_MALE,
액스 부메랑,NC_AXEBOOMERANG,
당신을 위해서 희생할게요,WE_FEMALE,
선더스톰,MG_THUNDERSTORM,
당신이 보고싶어요,WE_CALLPARTNER,
불과 대지의 연구,NC_RESEARCHFE,
토마호크 던지기,ITM_TOMAHAWK,
스텔스 필드,NC_STEALTHFIELD,
인프라레드 스캔,NC_INFRAREDSCAN,
이머전시 쿨,NC_EMERGENCYCOOL,
셰이프 쉬프트,NC_SHAPESHIFT,
셀프 디스트럭션,NC_SELFDESTRUCTION,
메인 프레임 개조,NC_MAINFRAME,
액셀레이션,NC_ACCELERATION,
암즈 캐논,NC_ARMSCANNON,
발칸 암,NC_VULCANARM,
아이스바운드 트랩,RA_ICEBOUNDTRAP,
파이어링 트랩,RA_FIRINGTRAP,
버듀어 트랩,RA_VERDURETRAP,
코발트 트랩,RA_COBALTTRAP,
예민한 후각,RA_SENSITIVEKEEN,
투스 오브 워그,RA_TOOTHOFWUG,
워그 대쉬,RA_WUGDASH,
일렉트릭 쇼커,RA_ELECTRICSHOCKER,
디토네이터,RA_DETONATOR,
에임드 볼트,RA_AIMEDBOLT,
레인저메인,RA_RANGERMAIN,
피어브리즈,RA_FEARBREEZE,
릴리즈,WL_RELEASE,
서몬 스톤,WL_SUMMONSTONE,
서몬 파이어볼,WL_SUMMONFB,
체인 라이트닝,WL_CHAINLIGHTNING,
커미트,WL_COMET,
드레인 라이프,WL_DRAINLIFE,
리코그나이즈드 스펠,WL_RECOGNIZEDSPELL,
디바인 프로텍션,AL_DP,
마쉬 오브 어비스,WL_MARSHOFABYSS,
잭 프로스트,WL_JACKFROST,
프로스트 미스티,WL_FROSTMISTY,
소울 익스펜션,WL_SOULEXPANSION,
듀플레 라이트,AB_DUPLELIGHT,
엑스피아티오,AB_EXPIATIO,
오라 블레이드,LK_AURABLADE,
레노바티오,AB_RENOVATIO,
패링,LK_PARRYING,
라우다아그누스,AB_LAUDAAGNUS,